town,year,group,total_crashes,fatal_crashes,injury_or_fatal_crashes
Griswold,2015,Pedestrian/Cyclist/Other,2,0,2
Griswold,2016,Driver/Passenger,175,1,44
Griswold,2017,Driver/Passenger,184,2,36
Griswold,2017,Pedestrian/Cyclist/Other,2,0,2
Griswold,2018,Driver/Passenger,179,2,41
Griswold,2019,Driver/Passenger,155,2,29
Griswold,2019,Pedestrian/Cyclist/Other,1,0,1
Griswold,2020,Driver/Passenger,146,0,35
Griswold,2020,Pedestrian/Cyclist/Other,1,0,1
Griswold,2021,Driver/Passenger,169,4,32
Griswold,2021,Pedestrian/Cyclist/Other,1,1,1
Griswold,2022,Driver/Passenger,139,0,39
Griswold,2023,Driver/Passenger,175,2,38
Griswold,2023,Pedestrian/Cyclist/Other,4,1,4
Griswold,2024,Driver/Passenger,189,5,43
Griswold,2024,Pedestrian/Cyclist/Other,2,1,2
Griswold,2025,Driver/Passenger,192,3,47
Griswold,2025,Pedestrian/Cyclist/Other,3,0,3
Groton,2015,Driver/Passenger,899,2,150
Groton,2015,Pedestrian/Cyclist/Other,5,0,4
Groton,2016,Driver/Passenger,775,1,128
Groton,2016,Pedestrian/Cyclist/Other,14,1,13
Groton,2017,Driver/Passenger,912,2,148
Groton,2017,Pedestrian/Cyclist/Other,11,0,9
Groton,2018,Driver/Passenger,835,2,126
Groton,2018,Pedestrian/Cyclist/Other,7,0,5
Groton,2019,Driver/Passenger,869,0,137
Groton,2019,Pedestrian/Cyclist/Other,6,0,3
Groton,2020,Driver/Passenger,664,2,134
Groton,2020,Pedestrian/Cyclist/Other,14,1,11
Groton,2021,Driver/Passenger,890,0,173
Groton,2021,Pedestrian/Cyclist/Other,10,0,9
Groton,2022,Driver/Passenger,875,4,170
Groton,2022,Pedestrian/Cyclist/Other,11,0,11
Groton,2023,Driver/Passenger,867,4,174
Groton,2023,Pedestrian/Cyclist/Other,15,0,12
Groton,2024,Driver/Passenger,822,7,160
Groton,2024,Pedestrian/Cyclist/Other,20,0,17
Groton,2025,Driver/Passenger,1009,4,185
Groton,2025,Pedestrian/Cyclist/Other,16,0,13
Guilford,2015,Driver/Passenger,466,3,117
Guilford,2015,Pedestrian/Cyclist/Other,7,1,6
Guilford,2016,Driver/Passenger,435,1,102
Guilford,2016,Pedestrian/Cyclist/Other,4,0,3
Guilford,2017,Driver/Passenger,431,1,87
Guilford,2017,Pedestrian/Cyclist/Other,3,0,3
Guilford,2018,Driver/Passenger,446,2,95
Guilford,2018,Pedestrian/Cyclist/Other,5,0,3
Guilford,2019,Driver/Passenger,414,3,95
Guilford,2019,Pedestrian/Cyclist/Other,4,0,1
Guilford,2020,Driver/Passenger,348,0,80
Guilford,2020,Pedestrian/Cyclist/Other,6,0,4
Guilford,2021,Driver/Passenger,371,2,72
Guilford,2021,Pedestrian/Cyclist/Other,4,0,1
Guilford,2022,Driver/Passenger,413,4,89
Guilford,2022,Pedestrian/Cyclist/Other,4,0,3
Guilford,2023,Driver/Passenger,383,1,81
Guilford,2023,Pedestrian/Cyclist/Other,4,0,3
Guilford,2024,Driver/Passenger,419,1,81
Guilford,2024,Pedestrian/Cyclist/Other,4,0,3
Guilford,2025,Driver/Passenger,388,1,88
Guilford,2025,Pedestrian/Cyclist/Other,5,0,4
Haddam,2015,Driver/Passenger,143,1,45
Haddam,2016,Driver/Passenger,141,0,38
Haddam,2016,Pedestrian/Cyclist/Other,1,1,1
Haddam,2017,Driver/Passenger,143,0,36
Haddam,2017,Pedestrian/Cyclist/Other,1,0,1
Haddam,2018,Driver/Passenger,153,2,51
Haddam,2018,Pedestrian/Cyclist/Other,1,0,1
Haddam,2019,Driver/Passenger,153,3,48
Haddam,2020,Driver/Passenger,103,2,29
Haddam,2021,Driver/Passenger,128,0,46
Haddam,2021,Pedestrian/Cyclist/Other,1,1,1
Haddam,2022,Driver/Passenger,142,2,53
Haddam,2022,Pedestrian/Cyclist/Other,1,0,1
Haddam,2023,Driver/Passenger,136,1,39
Haddam,2023,Pedestrian/Cyclist/Other,1,0,1
Haddam,2024,Driver/Passenger,141,1,35
Haddam,2024,Pedestrian/Cyclist/Other,2,0,2
Haddam,2025,Driver/Passenger,117,1,32
Hamden,2015,Driver/Passenger,1884,1,382
Hamden,2015,Pedestrian/Cyclist/Other,35,0,27
Hamden,2016,Driver/Passenger,2061,1,429
Hamden,2016,Pedestrian/Cyclist/Other,39,1,33
Hamden,2017,Driver/Passenger,1970,4,417
Hamden,2017,Pedestrian/Cyclist/Other,27,0,19
Hamden,2018,Driver/Passenger,2068,2,444
Hamden,2018,Pedestrian/Cyclist/Other,54,3,45
Hamden,2019,Driver/Passenger,2037,2,425
Hamden,2019,Pedestrian/Cyclist/Other,33,1,27
Hamden,2020,Driver/Passenger,1552,2,302
Hamden,2020,Pedestrian/Cyclist/Other,35,2,34
Hamden,2021,Driver/Passenger,1859,4,410
Hamden,2021,Pedestrian/Cyclist/Other,21,1,19
Hamden,2022,Driver/Passenger,1869,3,426
Hamden,2022,Pedestrian/Cyclist/Other,37,2,32
Hamden,2023,Driver/Passenger,1771,4,436
Hamden,2023,Pedestrian/Cyclist/Other,33,1,31
Hamden,2024,Driver/Passenger,1856,0,448
Hamden,2024,Pedestrian/Cyclist/Other,47,2,38
Hamden,2025,Driver/Passenger,1846,1,472
Hamden,2025,Pedestrian/Cyclist/Other,33,1,31
Hampton,2015,Driver/Passenger,28,0,9
Hampton,2016,Driver/Passenger,24,1,11
Hampton,2017,Driver/Passenger,33,1,10
Hampton,2018,Driver/Passenger,29,0,11
Hampton,2019,Driver/Passenger,28,0,5
Hampton,2020,Driver/Passenger,13,0,1
Hampton,2021,Driver/Passenger,19,0,9
Hampton,2022,Driver/Passenger,34,3,16
Hampton,2023,Driver/Passenger,30,1,16
Hampton,2024,Driver/Passenger,26,0,13
Hampton,2025,Driver/Passenger,31,0,12
Hampton,2025,Pedestrian/Cyclist/Other,2,1,2
Hartford,2015,Driver/Passenger,6580,5,1592
Hartford,2015,Pedestrian/Cyclist/Other,186,4,167
Hartford,2016,Driver/Passenger,7401,8,1862
Hartford,2016,Pedestrian/Cyclist/Other,235,2,217
Hartford,2017,Driver/Passenger,6795,9,1657
Hartford,2017,Pedestrian/Cyclist/Other,209,1,193
Hartford,2018,Driver/Passenger,6795,12,1693
Hartford,2018,Pedestrian/Cyclist/Other,193,9,176
Hartford,2019,Driver/Passenger,6924,12,1642
Hartford,2019,Pedestrian/Cyclist/Other,203,3,186
Hartford,2020,Driver/Passenger,5374,13,1510
Hartford,2020,Pedestrian/Cyclist/Other,151,4,136
Hartford,2021,Driver/Passenger,5343,12,1445
Hartford,2021,Pedestrian/Cyclist/Other,99,5,95
Hartford,2022,Driver/Passenger,5227,8,1391
Hartford,2022,Pedestrian/Cyclist/Other,115,7,106
Hartford,2023,Driver/Passenger,5368,5,1439
Hartford,2023,Pedestrian/Cyclist/Other,146,6,130
Hartford,2024,Driver/Passenger,5915,9,1398
Hartford,2024,Pedestrian/Cyclist/Other,191,7,163
Hartford,2025,Driver/Passenger,6233,10,1428
Hartford,2025,Pedestrian/Cyclist/Other,189,5,164
Hartland,2015,Driver/Passenger,11,0,1
Hartland,2015,Pedestrian/Cyclist/Other,1,0,1
Hartland,2016,Driver/Passenger,19,1,7
Hartland,2017,Driver/Passenger,17,0,9
Hartland,2018,Driver/Passenger,17,0,5
Hartland,2019,Driver/Passenger,17,0,8
Hartland,2020,Driver/Passenger,12,0,4
Hartland,2021,Driver/Passenger,8,0,4
Hartland,2022,Driver/Passenger,10,0,4
Hartland,2023,Driver/Passenger,8,2,2
Hartland,2024,Driver/Passenger,16,0,5
Hartland,2025,Driver/Passenger,13,0,5
Harwinton,2015,Driver/Passenger,133,2,26
Harwinton,2016,Driver/Passenger,132,1,31
Harwinton,2017,Driver/Passenger,143,1,36
Harwinton,2018,Driver/Passenger,133,1,23
Harwinton,2018,Pedestrian/Cyclist/Other,1,0,1
Harwinton,2019,Driver/Passenger,112,0,22
Harwinton,2019,Pedestrian/Cyclist/Other,2,1,2
Harwinton,2020,Driver/Passenger,86,0,24
Harwinton,2021,Driver/Passenger,144,2,32
Harwinton,2021,Pedestrian/Cyclist/Other,1,1,1
Harwinton,2022,Driver/Passenger,122,0,32
Harwinton,2022,Pedestrian/Cyclist/Other,2,0,2
Harwinton,2023,Driver/Passenger,129,1,24
Harwinton,2024,Driver/Passenger,121,1,35
Harwinton,2025,Driver/Passenger,131,1,32
Harwinton,2025,Pedestrian/Cyclist/Other,1,0,1
Hebron,2015,Driver/Passenger,93,2,29
Hebron,2015,Pedestrian/Cyclist/Other,1,0,1
Hebron,2016,Driver/Passenger,85,0,23
Hebron,2017,Driver/Passenger,107,2,23
Hebron,2017,Pedestrian/Cyclist/Other,1,0,1
Hebron,2018,Driver/Passenger,104,0,27
Hebron,2019,Driver/Passenger,91,0,27
Hebron,2020,Driver/Passenger,60,1,16
Hebron,2021,Driver/Passenger,83,0,26
Hebron,2021,Pedestrian/Cyclist/Other,3,0,3
Hebron,2022,Driver/Passenger,82,0,18
Hebron,2023,Driver/Passenger,76,2,22
Hebron,2023,Pedestrian/Cyclist/Other,1,0,1
Hebron,2024,Driver/Passenger,94,2,25
Hebron,2024,Pedestrian/Cyclist/Other,2,0,2
Hebron,2025,Driver/Passenger,94,1,22
Hebron,2025,Pedestrian/Cyclist/Other,1,0,1
Kent,2015,Driver/Passenger,53,1,11
Kent,2016,Driver/Passenger,47,0,13
Kent,2017,Driver/Passenger,46,0,16
Kent,2018,Driver/Passenger,44,1,15
Kent,2019,Driver/Passenger,33,0,10
Kent,2020,Driver/Passenger,30,0,11
Kent,2020,Pedestrian/Cyclist/Other,2,0,1
Kent,2021,Driver/Passenger,40,0,8
Kent,2021,Pedestrian/Cyclist/Other,1,0,0
Kent,2022,Driver/Passenger,45,1,9
Kent,2023,Driver/Passenger,28,0,5
Kent,2023,Pedestrian/Cyclist/Other,1,0,1
Kent,2024,Driver/Passenger,57,0,17
Kent,2025,Driver/Passenger,53,0,10
Kent,2025,Pedestrian/Cyclist/Other,1,0,1
Killingly,2015,Driver/Passenger,381,2,84
Killingly,2015,Pedestrian/Cyclist/Other,5,0,4
Killingly,2016,Driver/Passenger,365,3,75
Killingly,2016,Pedestrian/Cyclist/Other,4,1,4
Killingly,2017,Driver/Passenger,396,3,93
Killingly,2017,Pedestrian/Cyclist/Other,6,0,6
Killingly,2018,Driver/Passenger,428,3,96
Killingly,2018,Pedestrian/Cyclist/Other,2,0,2
Killingly,2019,Driver/Passenger,375,0,73
Killingly,2019,Pedestrian/Cyclist/Other,2,0,1
Killingly,2020,Driver/Passenger,275,1,74
Killingly,2020,Pedestrian/Cyclist/Other,1,0,1
Killingly,2021,Driver/Passenger,352,3,98
Killingly,2021,Pedestrian/Cyclist/Other,5,0,0
Killingly,2022,Driver/Passenger,366,5,100
Killingly,2022,Pedestrian/Cyclist/Other,6,1,5
Killingly,2023,Driver/Passenger,345,0,83
Killingly,2023,Pedestrian/Cyclist/Other,5,1,3
Killingly,2024,Driver/Passenger,380,0,86
Killingly,2024,Pedestrian/Cyclist/Other,7,1,4
Killingly,2025,Driver/Passenger,381,0,89
Killingly,2025,Pedestrian/Cyclist/Other,8,0,5
Killingworth,2015,Driver/Passenger,76,1,20
Killingworth,2016,Driver/Passenger,63,0,20
Killingworth,2017,Driver/Passenger,75,0,22
Killingworth,2018,Driver/Passenger,79,0,20
Killingworth,2018,Pedestrian/Cyclist/Other,1,0,0
Killingworth,2019,Driver/Passenger,70,0,25
Killingworth,2019,Pedestrian/Cyclist/Other,1,0,1
Killingworth,2020,Driver/Passenger,60,0,20
Killingworth,2020,Pedestrian/Cyclist/Other,2,0,1
Killingworth,2021,Driver/Passenger,59,0,15
Killingworth,2021,Pedestrian/Cyclist/Other,1,0,1
Killingworth,2022,Driver/Passenger,78,1,28
Killingworth,2023,Driver/Passenger,62,0,17
Killingworth,2024,Driver/Passenger,63,0,22
Killingworth,2025,Driver/Passenger,56,0,12
Lebanon,2015,Driver/Passenger,67,1,20
Lebanon,2015,Pedestrian/Cyclist/Other,1,0,1
Lebanon,2016,Driver/Passenger,89,1,22
Lebanon,2017,Driver/Passenger,104,1,25
Lebanon,2018,Driver/Passenger,89,2,29
Lebanon,2019,Driver/Passenger,98,1,26
Lebanon,2019,Pedestrian/Cyclist/Other,1,0,1
Lebanon,2020,Driver/Passenger,70,2,22
Lebanon,2021,Driver/Passenger,57,2,24
Lebanon,2022,Driver/Passenger,62,0,21
Lebanon,2023,Driver/Passenger,69,1,25
Lebanon,2024,Driver/Passenger,77,0,26
Lebanon,2025,Driver/Passenger,73,0,23
Ledyard,2015,Driver/Passenger,327,2,61
Ledyard,2015,Pedestrian/Cyclist/Other,3,0,3
Ledyard,2016,Driver/Passenger,219,3,47
Ledyard,2016,Pedestrian/Cyclist/Other,2,0,2
Ledyard,2017,Driver/Passenger,190,2,52
Ledyard,2017,Pedestrian/Cyclist/Other,3,0,3
Ledyard,2018,Driver/Passenger,199,0,41
Ledyard,2018,Pedestrian/Cyclist/Other,1,0,1
Ledyard,2019,Driver/Passenger,181,1,45
Ledyard,2019,Pedestrian/Cyclist/Other,2,1,1
Ledyard,2020,Driver/Passenger,94,2,21
Ledyard,2021,Driver/Passenger,116,2,21
Ledyard,2022,Driver/Passenger,121,2,38
Ledyard,2023,Driver/Passenger,123,1,43
Ledyard,2023,Pedestrian/Cyclist/Other,1,0,1
Ledyard,2024,Driver/Passenger,54,3,21
Ledyard,2025,Driver/Passenger,29,1,9
Lisbon,2015,Driver/Passenger,117,0,26
Lisbon,2015,Pedestrian/Cyclist/Other,2,0,2
Lisbon,2016,Driver/Passenger,135,0,30
Lisbon,2016,Pedestrian/Cyclist/Other,1,0,1
Lisbon,2017,Driver/Passenger,139,0,27
Lisbon,2017,Pedestrian/Cyclist/Other,2,0,2
Lisbon,2018,Driver/Passenger,118,1,31
Lisbon,2019,Driver/Passenger,120,1,23
Lisbon,2020,Driver/Passenger,93,0,27
Lisbon,2021,Driver/Passenger,113,1,27
Lisbon,2022,Driver/Passenger,108,1,22
Lisbon,2023,Driver/Passenger,125,0,29
Lisbon,2023,Pedestrian/Cyclist/Other,1,0,1
Lisbon,2024,Driver/Passenger,110,2,30
Lisbon,2024,Pedestrian/Cyclist/Other,2,1,2
Lisbon,2025,Driver/Passenger,127,0,30
Lisbon,2025,Pedestrian/Cyclist/Other,1,0,1
Litchfield,2015,Driver/Passenger,214,0,43
Litchfield,2015,Pedestrian/Cyclist/Other,1,0,0
Litchfield,2016,Driver/Passenger,223,2,54
Litchfield,2017,Driver/Passenger,236,0,67
Litchfield,2017,Pedestrian/Cyclist/Other,1,0,1
Litchfield,2018,Driver/Passenger,182,0,42
Litchfield,2018,Pedestrian/Cyclist/Other,2,0,2
Litchfield,2019,Driver/Passenger,205,1,48
Litchfield,2019,Pedestrian/Cyclist/Other,6,0,3
Litchfield,2020,Driver/Passenger,172,2,35
Litchfield,2020,Pedestrian/Cyclist/Other,4,0,4
Litchfield,2021,Driver/Passenger,185,1,33
Litchfield,2021,Pedestrian/Cyclist/Other,1,0,1
Litchfield,2022,Driver/Passenger,207,0,48
Litchfield,2022,Pedestrian/Cyclist/Other,4,0,4
Litchfield,2023,Driver/Passenger,197,1,48
Litchfield,2023,Pedestrian/Cyclist/Other,4,0,3
Litchfield,2024,Driver/Passenger,251,3,67
Litchfield,2024,Pedestrian/Cyclist/Other,1,0,1
Litchfield,2025,Driver/Passenger,177,1,47
Litchfield,2025,Pedestrian/Cyclist/Other,2,1,2
Lyme,2015,Driver/Passenger,22,0,5
Lyme,2016,Driver/Passenger,25,0,7
Lyme,2017,Driver/Passenger,19,1,4
Lyme,2018,Driver/Passenger,23,0,8
Lyme,2019,Driver/Passenger,19,0,5
Lyme,2020,Driver/Passenger,11,0,4
Lyme,2021,Driver/Passenger,18,0,7
Lyme,2022,Driver/Passenger,17,0,4
Lyme,2023,Driver/Passenger,29,1,16
Lyme,2024,Driver/Passenger,28,0,10
Lyme,2025,Driver/Passenger,32,0,13
Madison,2015,Driver/Passenger,269,1,57
Madison,2015,Pedestrian/Cyclist/Other,1,0,1
Madison,2016,Driver/Passenger,302,2,65
Madison,2016,Pedestrian/Cyclist/Other,3,0,3
Madison,2017,Driver/Passenger,281,2,60
Madison,2017,Pedestrian/Cyclist/Other,4,1,4
Madison,2018,Driver/Passenger,303,1,67
Madison,2018,Pedestrian/Cyclist/Other,2,1,2
Madison,2019,Driver/Passenger,297,1,71
Madison,2019,Pedestrian/Cyclist/Other,2,0,2
Madison,2020,Driver/Passenger,252,1,60
Madison,2020,Pedestrian/Cyclist/Other,5,0,4
Madison,2021,Driver/Passenger,250,0,56
Madison,2021,Pedestrian/Cyclist/Other,1,0,0
Madison,2022,Driver/Passenger,270,1,61
Madison,2022,Pedestrian/Cyclist/Other,2,0,2
Madison,2023,Driver/Passenger,256,0,55
Madison,2023,Pedestrian/Cyclist/Other,5,0,3
Madison,2024,Driver/Passenger,289,0,65
Madison,2024,Pedestrian/Cyclist/Other,3,0,3
Madison,2025,Driver/Passenger,289,3,54
Madison,2025,Pedestrian/Cyclist/Other,6,0,5
Manchester,2015,Driver/Passenger,1854,1,475
Manchester,2015,Pedestrian/Cyclist/Other,33,1,32
Manchester,2016,Driver/Passenger,1787,3,480
Manchester,2016,Pedestrian/Cyclist/Other,67,1,51
Manchester,2017,Driver/Passenger,1793,2,478
Manchester,2017,Pedestrian/Cyclist/Other,42,0,35
Manchester,2018,Driver/Passenger,1853,1,512
Manchester,2018,Pedestrian/Cyclist/Other,41,0,35
Manchester,2019,Driver/Passenger,1718,1,492
Manchester,2019,Pedestrian/Cyclist/Other,38,5,34
Manchester,2020,Driver/Passenger,1263,0,336
Manchester,2020,Pedestrian/Cyclist/Other,25,1,20
Manchester,2021,Driver/Passenger,1620,6,435
Manchester,2021,Pedestrian/Cyclist/Other,24,0,20
Manchester,2022,Driver/Passenger,1698,4,474
Manchester,2022,Pedestrian/Cyclist/Other,35,1,33
Manchester,2023,Driver/Passenger,1660,0,442
Manchester,2023,Pedestrian/Cyclist/Other,28,0,24
Manchester,2024,Driver/Passenger,1715,6,409
Manchester,2024,Pedestrian/Cyclist/Other,30,0,28
Manchester,2025,Driver/Passenger,1681,0,381
Manchester,2025,Pedestrian/Cyclist/Other,35,1,31
Mansfield,2015,Driver/Passenger,498,3,74
Mansfield,2015,Pedestrian/Cyclist/Other,3,0,2
Mansfield,2016,Driver/Passenger,452,0,91
Mansfield,2016,Pedestrian/Cyclist/Other,13,2,10
Mansfield,2017,Driver/Passenger,491,1,79
Mansfield,2017,Pedestrian/Cyclist/Other,3,0,3
Mansfield,2018,Driver/Passenger,479,2,85
Mansfield,2018,Pedestrian/Cyclist/Other,8,0,8
Mansfield,2019,Driver/Passenger,497,2,90
Mansfield,2019,Pedestrian/Cyclist/Other,3,0,2
Mansfield,2020,Driver/Passenger,278,2,64
Mansfield,2020,Pedestrian/Cyclist/Other,7,0,6
Mansfield,2021,Driver/Passenger,389,1,82
Mansfield,2021,Pedestrian/Cyclist/Other,10,1,7
Mansfield,2022,Driver/Passenger,441,2,87
Mansfield,2022,Pedestrian/Cyclist/Other,6,0,5
Mansfield,2023,Driver/Passenger,425,1,84
Mansfield,2023,Pedestrian/Cyclist/Other,8,2,8
Mansfield,2024,Driver/Passenger,482,0,100
Mansfield,2024,Pedestrian/Cyclist/Other,13,0,11
Mansfield,2025,Driver/Passenger,475,1,83
Mansfield,2025,Pedestrian/Cyclist/Other,14,0,14
Marlborough,2015,Driver/Passenger,131,1,25
Marlborough,2016,Driver/Passenger,111,0,25
Marlborough,2016,Pedestrian/Cyclist/Other,1,0,0
Marlborough,2017,Driver/Passenger,135,1,29
Marlborough,2018,Driver/Passenger,123,1,29
Marlborough,2019,Driver/Passenger,139,1,34
Marlborough,2019,Pedestrian/Cyclist/Other,1,0,1
Marlborough,2020,Driver/Passenger,117,0,30
Marlborough,2020,Pedestrian/Cyclist/Other,1,0,1
Marlborough,2021,Driver/Passenger,101,0,33
Marlborough,2022,Driver/Passenger,101,0,28
Marlborough,2023,Driver/Passenger,85,0,19
Marlborough,2024,Driver/Passenger,107,0,20
Marlborough,2024,Pedestrian/Cyclist/Other,1,0,1
Marlborough,2025,Driver/Passenger,110,0,30
Mashantucket,2015,Driver/Passenger,16,0,0
Mashantucket,2016,Driver/Passenger,22,0,1
Mashantucket,2016,Pedestrian/Cyclist/Other,1,0,1
Mashantucket,2024,Driver/Passenger,22,0,3
Mashantucket,2025,Driver/Passenger,37,0,2
Mashantucket,2025,Pedestrian/Cyclist/Other,2,0,2
Meriden,2015,Driver/Passenger,2085,2,514
Meriden,2015,Pedestrian/Cyclist/Other,40,2,37
Meriden,2016,Driver/Passenger,2355,4,654
Meriden,2016,Pedestrian/Cyclist/Other,61,2,55
Meriden,2017,Driver/Passenger,2073,4,502
Meriden,2017,Pedestrian/Cyclist/Other,37,1,34
Meriden,2018,Driver/Passenger,2034,4,546
Meriden,2018,Pedestrian/Cyclist/Other,32,1,29
Meriden,2019,Driver/Passenger,2034,2,505
Meriden,2019,Pedestrian/Cyclist/Other,39,1,37
Meriden,2020,Driver/Passenger,1716,6,390
Meriden,2020,Pedestrian/Cyclist/Other,16,2,15
Meriden,2021,Driver/Passenger,2041,5,509
Meriden,2021,Pedestrian/Cyclist/Other,31,1,28
Meriden,2022,Driver/Passenger,2116,3,516
Meriden,2022,Pedestrian/Cyclist/Other,38,1,35
Meriden,2023,Driver/Passenger,2114,6,483
Meriden,2023,Pedestrian/Cyclist/Other,34,1,28
Meriden,2024,Driver/Passenger,2260,2,502
Meriden,2024,Pedestrian/Cyclist/Other,40,1,36
Meriden,2025,Driver/Passenger,2482,2,557
Meriden,2025,Pedestrian/Cyclist/Other,37,1,31
Middlebury,2015,Driver/Passenger,320,2,82
Middlebury,2015,Pedestrian/Cyclist/Other,2,0,1
Middlebury,2016,Driver/Passenger,359,1,101
Middlebury,2016,Pedestrian/Cyclist/Other,2,0,2
Middlebury,2017,Driver/Passenger,265,1,66
Middlebury,2017,Pedestrian/Cyclist/Other,3,0,3
Middlebury,2018,Driver/Passenger,305,2,87
Middlebury,2018,Pedestrian/Cyclist/Other,2,0,2
Middlebury,2019,Driver/Passenger,301,1,70
Middlebury,2019,Pedestrian/Cyclist/Other,1,0,1
Middlebury,2020,Driver/Passenger,209,1,55
Middlebury,2020,Pedestrian/Cyclist/Other,2,1,1
Middlebury,2021,Driver/Passenger,265,1,72
Middlebury,2022,Driver/Passenger,322,2,88
Middlebury,2022,Pedestrian/Cyclist/Other,1,0,1
Middlebury,2023,Driver/Passenger,272,1,71
Middlebury,2023,Pedestrian/Cyclist/Other,1,0,0
Middlebury,2024,Driver/Passenger,303,1,72
Middlebury,2025,Driver/Passenger,326,1,69
Middlefield,2015,Driver/Passenger,86,1,20
Middlefield,2015,Pedestrian/Cyclist/Other,1,0,0
Middlefield,2016,Driver/Passenger,78,0,20
Middlefield,2016,Pedestrian/Cyclist/Other,2,0,2
Middlefield,2017,Driver/Passenger,80,0,20
Middlefield,2018,Driver/Passenger,104,0,20
Middlefield,2019,Driver/Passenger,88,0,19
Middlefield,2019,Pedestrian/Cyclist/Other,4,0,3
Middlefield,2020,Driver/Passenger,61,0,21
Middlefield,2021,Driver/Passenger,72,0,16
Middlefield,2021,Pedestrian/Cyclist/Other,1,0,1
Middlefield,2022,Driver/Passenger,76,1,17
Middlefield,2023,Driver/Passenger,78,0,25
Middlefield,2024,Driver/Passenger,80,0,17
Middlefield,2024,Pedestrian/Cyclist/Other,1,0,0
Middlefield,2025,Driver/Passenger,92,1,16
Middletown,2015,Driver/Passenger,1592,1,259
Middletown,2015,Pedestrian/Cyclist/Other,31,1,23
Middletown,2016,Driver/Passenger,1632,2,310
Middletown,2016,Pedestrian/Cyclist/Other,22,1,16
Middletown,2017,Driver/Passenger,1507,1,292
Middletown,2017,Pedestrian/Cyclist/Other,22,0,19
Middletown,2018,Driver/Passenger,1537,2,344
Middletown,2018,Pedestrian/Cyclist/Other,21,0,19
Middletown,2019,Driver/Passenger,1412,1,298
Middletown,2019,Pedestrian/Cyclist/Other,35,1,32
Middletown,2020,Driver/Passenger,1106,3,235
Middletown,2020,Pedestrian/Cyclist/Other,15,2,13
Middletown,2021,Driver/Passenger,1305,3,300
Middletown,2021,Pedestrian/Cyclist/Other,18,0,16
Middletown,2022,Driver/Passenger,1417,3,318
Middletown,2022,Pedestrian/Cyclist/Other,19,0,17
Middletown,2023,Driver/Passenger,1480,7,320
Middletown,2023,Pedestrian/Cyclist/Other,13,1,11
Middletown,2024,Driver/Passenger,1575,3,306
Middletown,2024,Pedestrian/Cyclist/Other,21,0,15
Middletown,2025,Driver/Passenger,1407,1,252
Middletown,2025,Pedestrian/Cyclist/Other,24,1,21
Milford,2015,Driver/Passenger,1609,0,441
Milford,2015,Pedestrian/Cyclist/Other,26,0,22
Milford,2016,Driver/Passenger,1602,3,490
Milford,2016,Pedestrian/Cyclist/Other,31,1,25
Milford,2017,Driver/Passenger,1425,2,419
Milford,2017,Pedestrian/Cyclist/Other,30,0,26
Milford,2018,Driver/Passenger,1405,2,373
Milford,2018,Pedestrian/Cyclist/Other,28,1,27
Milford,2019,Driver/Passenger,1462,3,439
Milford,2019,Pedestrian/Cyclist/Other,36,0,32
Milford,2020,Driver/Passenger,926,0,306
Milford,2020,Pedestrian/Cyclist/Other,21,1,20
Milford,2021,Driver/Passenger,1224,4,383
Milford,2021,Pedestrian/Cyclist/Other,21,2,20
Milford,2022,Driver/Passenger,1304,6,361
Milford,2022,Pedestrian/Cyclist/Other,26,2,23
Milford,2023,Driver/Passenger,1426,4,363
Milford,2023,Pedestrian/Cyclist/Other,33,1,27
Milford,2024,Driver/Passenger,1514,3,333
Milford,2024,Pedestrian/Cyclist/Other,40,0,34
Milford,2025,Driver/Passenger,1697,3,370
Milford,2025,Pedestrian/Cyclist/Other,37,1,32
Monroe,2015,Driver/Passenger,522,0,117
Monroe,2015,Pedestrian/Cyclist/Other,4,0,3
Monroe,2016,Driver/Passenger,439,3,93
Monroe,2017,Driver/Passenger,474,0,114
Monroe,2017,Pedestrian/Cyclist/Other,2,0,2
Monroe,2018,Driver/Passenger,431,0,99
Monroe,2018,Pedestrian/Cyclist/Other,1,0,0
Monroe,2019,Driver/Passenger,466,1,107
Monroe,2019,Pedestrian/Cyclist/Other,4,0,4
Monroe,2020,Driver/Passenger,298,0,78
Monroe,2020,Pedestrian/Cyclist/Other,1,0,1
Monroe,2021,Driver/Passenger,364,0,77
Monroe,2021,Pedestrian/Cyclist/Other,1,0,1
Monroe,2022,Driver/Passenger,431,1,70
Monroe,2022,Pedestrian/Cyclist/Other,4,0,4
Monroe,2023,Driver/Passenger,395,0,83
Monroe,2023,Pedestrian/Cyclist/Other,1,0,1
Monroe,2024,Driver/Passenger,385,0,98
Monroe,2024,Pedestrian/Cyclist/Other,4,0,3
Monroe,2025,Driver/Passenger,369,0,76
Monroe,2025,Pedestrian/Cyclist/Other,1,0,1
Montville,2015,Driver/Passenger,498,4,123
Montville,2016,Driver/Passenger,445,2,113
Montville,2016,Pedestrian/Cyclist/Other,6,0,5
Montville,2017,Driver/Passenger,469,0,97
Montville,2017,Pedestrian/Cyclist/Other,3,0,3
Montville,2018,Driver/Passenger,475,1,114
Montville,2018,Pedestrian/Cyclist/Other,6,0,4
Montville,2019,Driver/Passenger,411,0,86
Montville,2019,Pedestrian/Cyclist/Other,2,0,2
Montville,2020,Driver/Passenger,356,0,87
Montville,2020,Pedestrian/Cyclist/Other,1,0,1
Montville,2021,Driver/Passenger,376,2,82
Montville,2021,Pedestrian/Cyclist/Other,3,0,3
